Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
11,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua da Princesa do Valongo, 24",,"ALUGA-SE huma preta para ama, com muito e bom leite; na rua da Princeza do Vallongo n. 24. ",,,,,,,,,,,,,,,,
12,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,"lavadeira, cozinheira e engomadeira",,,F ,,preta,escrava,"Rua do Piolho, 27 A",,"VENDE-SE huma boa escrava moça, boa lavadeira de rio, que tambem cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A. ",,,,,,,,,,,,,,,,
13,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,costureira  ,,,F,,pardinha,escrava,"Rua do Piolho, 27 A",,"VENDE-SE huma boa escrava moça, boa lavadeira de rio, que tambem cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A. ",,,,,,,,,,,,,,,,
14,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,,,,M,,,escravo,"Rua do Piolho, 27 A",,"VENDE-SE huma boa escrava moça, boa lavadeira de rio, que tambem cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A. ",,,,,,,,,,,,,,,,
15,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,mocamba,,,F e M,16,,escravos,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
16,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,mocamba,,,F,14,,escrava,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
17,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,"lavadeira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
18,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,roceiro,,,M,20,preto,escravo,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
19,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,,,,M,,,escravos,"Rua da Cadeia, 54",,"VENDEM-SE tres moleques peças, e hum dito official de carpinteiro; no sobrado da rua da Cadêa n. 54. ",,,,,,,,,,,,,,,,
20,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,,escravo,"Rua da Cadeia, 54",,"VENDEM-SE tres moleques peças, e hum dito official de carpinteiro; no sobrado da rua da Cadêa n. 54. ",,,,,,,,,,,,,,,,
21,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua do Hospício, 198",,"VENDE-SE huma preta de meia idade, por 250$ rs., porém muito robusta, a qual dá de jornal 320 por dia; vende-se por se precisar do importe: na rua do Hospício n. 198. ",,,,,,,,,,,,,,,,
22,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,,,de nação,M,18-20,,escravo,"Rua do Castelo, 20",,"VENDE-SE, por precisão, hum moleque de nação, de 18 a 20 annos; na rua do Castello n. 20. ",,,,,,,,,,,,,,,,
23,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,2,,,,,"mocamba, costureira e engomadeira",,,F,,,escrava,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba perfeita costureira e engommadeira, na rua daCadêa n. 98: na mesma casa ha hum molecão de 14 annos, de nação Moçambique. ",,,,,,,,,,,,,,,,
24,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,2,,,,,,,Moçambique,M,14,,escravo,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba perfeita costureira e engommadeira, na rua daCadêa n. 98: na mesma casa ha hum molecão de 14 annos, de nação Moçambique. ",,,,,,,,,,,,,,,,
25,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,fuga,,1,,,,,,Antonio,Congo,M,,preto,escravo,"Rua do Ouvidor, 46",,"Fugio, no dia 16 de Julho, hum preto de nação Congo, de nome Antonio, baixo, bem reforçado, beiços grossos, nariz chato e largo, com alguaes sarnas pelas pernas, e sabendo fallar alguma coisa francez: levou huma trouxa com alguma roupa de panno e de brins: consta estar nesta idade, e se protegia contra quem o tiver acoutado com todo o rigor da lei. Quem o levar á rua d' Ouvidor n. 46, receberá a dita gratificação acima. ",,,,,,,,,,,,,,,,
26,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço / procurando serviço,1,,,,,"costureira, engomadeira e cozinheira",,,F,,,escrava,"Rua do Fogo, 91",,"VENDE-SE, na rua do Fogo n. 91, huma preta mocamba, que cose, engomma, cozinha de forno e fogão, faz doces de todas as qualidades e dá-se a contento. ",,,,,,,,,,,,,,,,
27,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel,procurando serviço,1,12$000,,,,cozinheiro e faz todo serviço,,,M,,preto,escravo,,,"ALUGA-SE hum preto de muito boa conducta, que cozinha e faz todo todo serviço, por 12$ rs., pagos adiantados. ",,,,,,,,,,,,,,,,
28,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,>1,,,,,roceiro,,,M,,pretos,escravos,"Rua da Cadeia, 54",,"VENDEM-SE moleques e pretos bons para serviço de roça; na rua da Cadêa n. 54, sobrado.",,,,,,,,,,,,,,,,
29,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,360$000,,,,,,,F,,preta,escrava,"Rua da Vala, 89",,"VENDE-SE, na rua da Valla n. 89, huma preta com habilidades, por 360$ rs., para fóra da terra.",,,,,,,,,,,,,,,,
30,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,300$000,,,,costureira,,,F,10,negrinha,escrava,"Rua do Rosário, 144",,"VENDE-SE por 300$ rs. huma negrinha de 10 annos, muito carinhosa para crianças, que já cose muito bem; na rua do Rozario n. 144,",,,,,,,,,,,,,,,,
31,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda ,oferecendo serviço,2,,,,,carpinteiro,,,M ,,pardo,escravo ,"Rua do Sabão, 67",,"VENDEM-SE hum pardo official de carpinteiro e huma preta que lava, engomma e cozinha muito bem: na rua do Sabão n. 67. ",,,,,,,,,,,,,,,,
32,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,2,,,,,"lavadeira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua do Sabão, 67",,"VENDEM-SE hum pardo official de carpinteiro e huma preta que lava, engomma e cozinha muito bem: na rua do Sabão n. 67. ",,,,,,,,,,,,,,,,
33,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,,,,,ofício ou roceiro,,de nação,M,,preto,escravo,"Rua do Fogo, 32",,"VENDEM SE dous pretos de nação, hum cozinheiro, que lava, engomma e he alfaiate(de curiosidade), e outro para officio ou roça; na rua do Fogo n. 32. ",,,,,,,,,,,,,,,,
34,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, lavadeiro, engomadeiro e alfaite",,de nação,M,,preto,escravo,"Rua do Fogo, 32",,"VENDEM SE dous pretos de nação, hum cozinheiro, que lava, engomma e he alfaiate(de curiosidade), e outro para officio ou roça; na rua do Fogo n. 32. ",,,,,,,,,,,,,,,,
35,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda ,oferecendo serviço,1,220$000,,,,,,,F,,preta,escrava,"Rua de São José, 10",,"VENDE-SE por 220$ rs., huma preta a quem offereceu a mesma quantia, ou a outra qualquer pessoa; na rua de S. José n. 10. ",,,,,,,,,,,,,,,,
36,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,compra ,procurando serviço,>1,,,,,apanhar café,,,M e F,,,escravos,"Rua do Lavradio, 21",,"COMPRÃO-SE alguns escravos velhos e de meia idade para apanhar café, de ambos os sexos; na rua do Lavradio n. 21. ",,,,,,,,,,,,,,,,
37,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,fuga,,2,,,"Francisco Thomaz de Figueiredo Neves,",M,,,,M,17-18,,escravo,"Rua do Hospício, 97",,"A Francisco Thomaz de Figueiredo Neves, morador na rua do Hospício n. 97, fugirão 2 escravos no dia 30 de agosto: o primeiro he hum pardo, filho de Minas, que terá 17 a 18 annos de idade, alto, magro, tem pés grandes e falta de huma unha no dedo grande do pé esquerdo; he bem parecido e de feições miudas; levou vestido calça de castor escuro, camisa de morim branco, jaqueta de riscado encarnado com listas pretas, e o chapéo de sola envernizado com golão branco de prata: o segundo he crioulo, filho do Maranhão, official de carpinteiro, e tambem entende, alguma cousa do officio de alfaiate: este terá 21 a 22 annos de idade de estatura ordinaria, cheio de corpo, bem parecido, rosto hum tanto carnudo; levou levou vestido calças de riscado azul, camisa branca jaqueta dita e hum chapéo de pello nsade. He a segunda vez que fogem, e costumão usar de nomes suppostos; assim assim pede o annunciante ás autoridades policiaes hajão de faze-los prender e entregar ao annunciante na casa acima referida, onde serão pagas quaesquer despezas feitas com a captura dos mesmos. ",,,,,,,,,,,,,,,,
38,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,fuga,,2,,,"Francisco Thomaz de Figueiredo Neves,",M,carpinteiro e alfaiate,,,M,21-22,,escravo,"Rua do Hospício, 97",,"A Francisco Thomaz de Figueiredo Neves, morador na rua do Hospício n. 97, fugirão 2 escravos no dia 30 de agosto: o primeiro he hum pardo, filho de Minas, que terá 17 a 18 annos de idade, alto, magro, tem pés grandes e falta de huma unha no dedo grande do pé esquerdo; he bem parecido e de feições miudas; levou vestido calça de castor escuro, camisa de morim branco, jaqueta de riscado encarnado com listas pretas, e o chapéo de sola envernizado com golão branco de prata: o segundo he crioulo, filho do Maranhão, official de carpinteiro, e tambem entende, alguma cousa do officio de alfaiate: este terá 21 a 22 annos de idade de estatura ordinaria, cheio de corpo, bem parecido, rosto hum tanto carnudo; levou levou vestido calças de riscado azul, camisa branca jaqueta dita e hum chapéo de pello nsade. He a segunda vez que fogem, e costumão usar de nomes suppostos; assim assim pede o annunciante ás autoridades policiaes hajão de faze-los prender e entregar ao annunciante na casa acima referida, onde serão pagas quaesquer despezas feitas com a captura dos mesmos. ",,,,,,,,,,,,,,,,
39,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,,,,,montar a cavalo e pajem,,,M,18,pardo,escravo,"Rua da Praia do Peixe, 2",,"VENDE SE hum pardo bom para montar a cavallo, por ter bastante pratica, e proprio para pagem; he de idade 18 annos: quem o pretender dirija se á rua da praia do Peixe n. 2",,,,,,,,,,,,,,,,
40,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,fuga,,1,,,,,,Antonio,Mozambique,M,,preto,escravo,"Rua da Vala, 153",,"No dia 31 de agosto fugio hum preto de nome Antonio, de nação Moçambique, baixo, e com as mãos aleijadas de queimadura do fogo: quem delle der noticia, ou levar á rua do Valla n. 153 segundo andar, receberá boa gratificação. ",,,,,,,,,,,,,,,,
41,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,,,,,pintor,,,M,,,escravo,"Rua de São José, 72",,"VENDE-SE  por motivos particulares, hum escravo de bonita figura, sem ponta de barba official de pintor, sem vicios nem molestias; na rua de S. José n. 72. ",,,,,,,,,,,,,,,,
42,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel,oferecendo serviço,1,,,,,"cozinheira, lavadeira, engomadeira, costureira e serviços domésticos",,,F,,preta,escrava,"Rua da Candelâria, 57",,"ALUGA-SE huma preta reforçada, que cozinha, lava, engomma, cose perfeitamente, e faz todo o mais serviço de huma casa; na rua da Candelâria n. 57. ",,,,,,,,,,,,,,,,
43,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel,procurando serviço,1 ou 2,10$000 ,monthly,,,lavadeira e engomadeira,,,F,,pretas,escravas,"Rua dos Ourives, 40",,"PRECISA-SE alugar huma ou duas pretas sabendo lavar e engommar, para portas a dentro, e dá-se 10$ rs. mensaes; na rua dos Ourives n. 40. ",,,,,,,,,,,,,,,,
44,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda ,oferecendo serviço,1,,,,,"mocamba, costureira e engomadeira ",,de nação,F,,,escrava,"Rua da Cadeia, 106, sobrado",,"VENDE-SE huma mocamba recolhida, de nação, de bonita figura, a qual he perfeita costureira e engommadeira, e deseja-se vender para casa particular; afiança-se ser de muito boa conducta: na rua da Cadêa n. 106, sobrado. ",,,,,,,,,,,,,,,,
45,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel,oferecendo serviço,1,,,,,"costureira, engomadeira e serviços domésticos ",,,F,,pardinha,,"Morro do Livramento, 23",,"ALUGA-SE huma pardinha que sabe coser, engommar, e todo o serviço de portas a dentro; no morro do Livramento, defronte do n. 23. ",,,,,,,,,,,,,,,,
46,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel ,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua do Rosário, 61",,"ALUGA-SE, para ama, huma escrava moça e recolhida, com muito bom e bom leite; na rua do Rosário n. 61. ",,,,,,,,,,,,,,,,
47,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,fuga,,1,40$000,,,,marinheiro e roceiro,Pedro,,M,,pardo,,"Praia dos Mineiros, 51",,"FUGIO, no dia 30 de agosto, de bordo da escuna nacional Andorinha, hum pardo de nome Pedro, com os signaes seguintes: estatura regular, grosso, cara larga e barba regular, o qual he marinheiro e entende de roça; quem o levar á praia dos Mineiros n. 51 terá 40$ rs. de alviçaras. ",,,,,,,,,,,,,,,,
48,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel,procurando serviço,1,,,,,"costureira, engomadeira e cozinheira",,,F,,preta ou parda,forra ou cativa,"Rua do Ouvidor, 131",,"PRECISA-SE alugar huma preta ou parda, forra ou cativa, que saiba bem coser, engommar e cozinhar, para o serviço de huma pessoa só; na rua do Ouvidor n. 131. ",,,,,,,,,,,,,,,,
49,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,>1,,,Augusto Deshays,M,"mocambas, pretos de ofício, roceiro e chacareiros ",,,M e F,,,escravos,"Rua da Cadeia, 48",,"AUGUSTO DESHAYS, agente, fará leilão sexta-feira 4 do corrente, na rua da Cadêa n. 48, ás 10 horas em ponto, para reembolço de contas atrazadas, de joias e escravos, e igualmente de diversas propriedades a saber:                                                                                                                                                                                     Escravos: algumas mocambas, alguns pretos de officio, de roça, chacareiros, etc, etc. ",,,,,,,,,,,,,,,,
50,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,>1,,,J. Bouis,M,,,,M e F,,,escravos,"Rua do Ouvidor, 90",,"J. BOUIS fará leilão, sabbado 5 do corrente, em sua casa, rua do Ouvidor n. 90, de huma linda porção de escravos de ambos os sexos, com officios e sem elles varios moleques e pretos de roça, que serão vendidos com fiança de saude e boa venda. ",,,,,,,,,,,,,,,,
51,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,1,220$000,,,,lavadeira e cozinheira,,,M,,preta,escrava,"Rua da Conceição, 15",,"VENDE-SE huma preta por 220$ rs., sabendo lavar e cozinhar, não tem molestia nem vicios o que se affiança: vende-se por se precisar do seu importe: na rua da Conceição n. 15. ",,,,,,,,,,,,,,,,
52,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,4,,,,,mocamba,,,F,13-Dec,preta,escrava,"Rua da Ajuda, 66, loja",,"VENDE-SE huma preta de 12 a 13 annos, propria para mocamba; outra de 26 annos, que lava e cozinha; e huma ama de leite com cria de 5 mezes, prendada: na rua da Ajuda n. 66, loja. ",,,,,,,,,,,,,,,,
53,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,4,,,,,lavadeira e cozinheira,,,F,26,,escrava,"Rua da Ajuda, 66, loja",,"VENDE-SE huma preta de 12 a 13 annos, propria para mocamba; outra de 26 annos, que lava e cozinha; e huma ama de leite com cria de 5 mezes, prendada: na rua da Ajuda n. 66, loja. ",,,,,,,,,,,,,,,,
54,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,4,,,,,ama de leite,,,F,,,escrava,"Rua da Ajuda, 66, loja",,"VENDE-SE huma preta de 12 a 13 annos, propria para mocamba; outra de 26 annos, que lava e cozinha; e huma ama de leite com cria de 5 mezes, prendada: na rua da Ajuda n. 66, loja. ",,,,,,,,,,,,,,,,
55,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,1,,,,,"mocamba, costureira, engomadeira e cozinheira",,De nação,F,,,escrava,"Rua da Cadeia, 106, sobrado",,"VENDE-SE huma mocamba recolhida, bonita figura, de nação, a qual cose, engomma, marca, cozinha, e faz todo o serviço de huma mocamba: na rua da Cadêa n. 106, sobrado. ",,,,,,,,,,,,,,,,
56,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,1,,,,,marinheiro ,,,M,18,preto,escravo,"Rua de Dom Manoel, Beco dos Ferreiros, 21, primeiro andar",,"VENDE-SE hum preto marinheiro, de 18 annos de idade: quem o pretender dirija-se á rua de D. Manoel, beco dos Ferreiros n. 21, primeiro andar. ",,,,,,,,,,,,,,,,
57,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,fuga,,1,50$000,,,,,Viriato,Mozambique,M,20-22,preto,escravo,"Praia dos Mineiros, 33",,"FUGIO da praia dos Mineiros n. 33, no dia 30 de agosto, hum preto de nome Viriato, de nação Moçambique, que terá 20 a 22 annos de idade, com os signaes seguintes: estatura regular, rosto redondo, beiços bastante grossos, com os signaes da nação na testa, porém pequenos; levou vestido camisa e calças de algodão de Minas muito sujas, por trabalhar em assucar; quem o mesmo levar ao numero acima receberá 50$ rs. de gratificação.",,,,,,,,,,,,,,,,
58,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,1,300$000,,,,chacreiro,,,M,20,preto,escravo,"Rua do Carmo, 41",,"VENDE SE, na rua do Carmo n. 41, hum preto reforçado, de 20 e tantos annos, bom chacreiro, e de todo o mais serviço, o qual se dará por 300$ rs.",,,,,,,,,,,,,,,,
59,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,,escravo,"Rua da Cadeia, 98",,"VENDE-SE hum official de carpinteiro, perfeito, e de boa figura, o qual dá-se a contento; na rua da Cadêa n. 98. ",,,,,,,,,,,,,,,,
60,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,1,420$000,,,,ama de leite,,,F,13-14,negrinha,escrava,"Rua da Cadeia, 68",,"VENDE-SE por 420$ rs., por haver precisão, huma linda negrinha de 13 a 14 annos, propria para mocamba; tendo algumas habilidades; na rua da Cadêa n. 68. ",,,,,,,,,,,,,,,,
61,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,>1,,,,,pedreiro,,,M ,16,,escravo,"Rua do Hospício, 98 A",,"VENDE-SE hum bom pedreiro, dous moleques de 16 annos, hum pescador, alguns pretos de roça; e pretas com habilidades; na rua do Hospício n. 98 A.",,,,,,,,,,,,,,,,
62,Jornal do Commercio ,233,4,http://memoria.bn.br/DocReader/364568_03/920,3-Sep-1840,venda,oferecendo serviço,>1,,,,,pescador,,,F,,pretas,escravas,"Rua do Hospício, 98 A",,"VENDE-SE hum bom pedreiro, dous moleques de 16 annos, hum pescador, alguns pretos de roça; e pretas com habilidades; na rua do Hospício n. 98 A.",,,,,,,,,,,,,,,,
