Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
29,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,venda/aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,pardo,,"Rua Estreita de São Joaquim, 10",,"Quem precisar de hum cozinheiro pardo, que cozinha o diário de hum homem solteiro, ou para ser criado, o qual he muito vivo para qualquer mandado, dirija-se á rua estreita de S. Joaquim n. 10, ou annuncie para ser procurado.",,,,,,,,,,,,,,,,
30,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,venda,oferecendo serviço,1,,,,,,,,M,,,escravo,"São Christovão, 33",,"VENDE-SE huma porção de escravos, alguns com officio, de huma família que se retira; na rua dos Lazaros, em S. Christovão, n. 33, defronte do hotel.",,,,,,,,,,,,,,,,
31,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,venda,oferecendo serviço,1,360$000,,,,,,,M,,,escravo,"Rua de São José, 10",,"VENDE-SE hum bom escravo, proprio para todo o serviço, tanto de casa como de rua, o qual dá jornal, faz compras, he muito humilde, não tem vicios, e seu preço são 360$000 rs. ; na rua de S. José n. 10.",,,,,,,,,,,,,,,,
32,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,venda,oferecendo serviço,1,,,,,,,,F,16,,escrava,"Rua dos Latoeiros, 32",,"VENDE-SE huma bonita mocamba de 16 annos, prendada; e hum molecão bom cozinheiro, os quaes dão-se a contento, e são isentos de vícios ou molestias, o que se afiança; na rua dos Latoeiros, n. 32.",,,,,,,,,,,,,,,,
33,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,fuga,procurando serviço,1,,,,,,,Caetano,M,12,preto,escravo,"Rua dos Ourives, 53",,"Fugio, no dia 22 de julho proximo passado, hum moleque crioulo por nome Caetano, de idade de 12 a 13 annos, levando vestido calças de aniagem e camisa de algodão americano; quem o apresentar na casa da rua dos Ourives n. 53, será gratificado.",,,,,,,,,,,,,,,,
34,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,aluguel,oferecendo serviço,1,,,,,costureira,,,F,,preta,,"Ladeira da Conceição, 3",,"ALUGA-SE, na ladeira da Conceição n. 3, huma preta que cose e lava, e hum preto que cozinha.",,,,,,,,,,,,,,,,
35,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,,Engenho Velho,,"ALUGA-SE huma preta boa ama de leite; no Engenho Velho, chacara do Exm. Aragão.",,,,,,,,,,,,,,,,
36,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,aluguel,procurando serviço,1,,,,,lavadeira,,,M,,preto,,"Rua da Candelária, 10",,"Quem tiver para alugar hum preto que saiba lavar, dirija-se á rua da Candelâria n. 10.",,,,,,,,,,,,,,,,
37,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,fuga,procurando serviço,1,,,,,,Marcellino,Moçambique,M,25,preto,escravo,"Rua dos Ouvires, 49",,"Fugio, no dia 16 do corrente mez de julho, hum preto de nome Marcellino, de nação Moçambique, idade de 25 annos, levando um ferro e huma corrente no pé, e huma cesta com huma manta encarnada; he baixo do corpo, muito reforçado, cara seria, os dentes mal arranjados e alguns podres, pernas finas e hum pouco tortas, e os pés chatos: quem delle der noticia, ou levar á rua dos Ouvires n. 49, padaria franceza, será bem recompensado.",,,,,,,,,,,,,,,,
38,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,fuga,procurando serviço,1,30$000,,,,,Antonio,Congo,M,,preto,escravo,,,"30$000 rs. De Gratificação. Fugio, no dia 16 de julho, hum preto de nação Congo, de nome Antonio, baixo, bem reforçado, beiços grossos, nariz chato e largo, com signaes de sarnas pelas pernas, e sabendo fallar alguma cousa francez; levou huma trouxa com alguma roupa de panno e de brim; consta estar nesta cidade, e se protesta contra quem o tiver acoutado com todo o rigor da lei.",,,,,,,,,,,,,,,,
39,Jornal do Commercio,203,4,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=795,3-Aug-1840,aluguel,oferecendo serviço,1,,,,,cozinheira,,,M,,preto,,"Ladeira da Conceição, 3",,"ALUGA-SE, na ladeira da Conceição n. 3, huma preta que cose e lava, e hum preto que cozinha.",,,,,,,,,,,,,,,,
40,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,"venda
",oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME fará leilão amanhãa, na sua casa, rua do Ouvidor n. 84, de huma escolhida porção de escravos de ambos os sexos, com officios e de roça, os quaes serão todos arrematados com condição de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
41,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,aluguel,procurando serviço,1,,,,,cozinheiro,,,M,,branco ou preto,,"Rua do Ouvidor, 65",,"PRECISA-SE de hum bom cozinheiro, branco ou preto; na rua do Ouvidor n. 65.",,,,,,,,,,,,,,,,
42,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,520,,,,cozinheira,,,F,,preta,escrava,"Largo da Sé, 5",,"VENDE-SE, no largo da Sé n. 5, huma preta de nação, muito rapariga, cozinha de forno e fogão, faz doces de todas as qualidades, cose, engomma, tudo com perfeição e não tem vícios: dá-se por 520$ rs.",,,,,,,,,,,,,,,,
43,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,18,,escravo,"Rua Velha de São Francisco da Prainha, 81",,"VENDE-SE hum molecote de idade de 18 a 20 annos, cozinheiro de fogão, próprio para todo o serviço; na rua Velha de S. Francisco da Prainha n. 81.",,,,,,,,,,,,,,,,
44,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,fuga,procurando serviço,1,,,,,,Raphael,,M,,preto,escravo,Rua do Conde,,"Fugio, em 15 de julho, hum preto de nome Raphael, crioulo, alto e tem trêz dedos da mão direita aleijados, levou calça de picote, camisa de algodão e jaqueta de castor: costuma andar carregando café; roga-se a quem o apprehender levá-lo á rua do Conde.",,,,,,,,,,,,,,,,
45,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,fuga,procurando serviço,1,,,,,,Antonio,Moçambique,M,,preto,escravo,"Rua da Cadêa, 46",,"Fugio, da rua da Cadêa n. 46, hum preto por nome de Antonio, de nação Moçambique, idade de 22 annos, pouco mais ou menos; tendo hum signal de falta de cabellos na cabeça por cima da orelha direita, a qual he também cortada da parte de baixo; tem os olhos encovados, a testa muito sahida, e quando anda he com as pontas dos pés para fôra; levou camisa de algodão americano e calças do dito de lista, côr de chocolate: quem do mesmo der noticia na casa do numero acima, será gratificado.",,,,,,,,,,,,,,,,
46,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,marinheiro,,,M,,preto,escravo,"Rua do Sabao, 67",,"VENDE-SE hum preto marinheiro de ferrar e largar; e huma preta ama de leite, com cria de tres mezes: na rua do Sabao n. 67.",,,,,,,,,,,,,,,,
47,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,cozinheira,,,F,,preta,escrava,"Largo da Sé, 5",,"VENDE-SE no largo da Sé n. 5 huma mocamba recolhida de muito bonita figura, sendo perfeitíssima cozinheira de forno e fogão, insigne engommadeira até de preguinhas, lava e cose e serve para tomar conta do governo de huma casa, afiança-se não ter vícios nem molestia de qualidade alguma até o presente.",,,,,,,,,,,,,,,,
48,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, cozinheira",,,F,,preta,,"Rua da Cadêa, 48",,"ALUGA-SE huma preta, sabendo lavar, cozinhar e comprar; na rua da Cadêa n. 48, loja.",,,,,,,,,,,,,,,,
49,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,aluguel,oferecendo serviço,2,,,,,"lavadeira, cozinheira, engomadeira",,,F,,preta,,"Rua da Cadêa, 48",,"ALUGÃO-SE duas pretas para o serviço de portas a dentro, sabendo lavar, engommar e cozinhar; na rua da Cadêa n. 48, loja.",,,,,,,,,,,,,,,,
50,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 163",,"VENDE-SE hum preto que entende alguma cousa de padaria, assim como de cozinha e de roça; na rua da Quitanda n. 163.",,,,,,,,,,,,,,,,
51,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,640$ / 360$,,,,ama de leite,,,F,,preta,escrava,"Beco dos Carmelitas, 15",,"VENDE-SE por 640$ rs. Huma linda preta ama de leite do primeiro parto (sem cria), parida há pouco, sabendo engommar perfeitamente, cosinhar e coser; e huma linda negrinha de 9 a 10 annos, com princípios de costura, por 360$ rs. : no beco dos Carmelitas n. 15.",,,,,,,,,,,,,,,,
52,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,330,,,,cozinheiro,,,M,,preto,escravo,"Lapa do Desterro, 59",,"VENDE-SE hum molecote cozinheiro de forno e fogão, e se dá por 330$ rs. Por ter hum pequeno defeito; na Lapa do Desterro n. 59.",,,,,,,,,,,,,,,,
53,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,cozinheira,,,F,,preta,escrava,"Rua da Alfândega, 133",,"VENDE-SE huma reforçada e bonita preta, sabendo cozinhar bem, lavar de sabão e barrela, e he boa quitandeira, não tem molestia nem vício, na rua da Alfândega n. 133.",,,,,,,,,,,,,,,,
54,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,200,,,,cozinheira,,,F,,preta,escrava,"Rua da Cadêa, 16",,"VENDE-SE huma preta que sabe lavar, cozinhar e fazer todo o serviço de huma casa: dá-se por 200$: há mais outra mocamba de bonita figura: na rua da Cadêa n. 16.",,,,,,,,,,,,,,,,
55,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua de São José, 72",,"VENDE-SE huma ama de leite que engomma bem, cose e lava de sabão, he de bonita figura e muito sadia; na rua de S. José n. 72.",,,,,,,,,,,,,,,,
56,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,"engomadeira, cozinheira",,,F,,preto,escravo,"Rua de São José, 77, 1 º andar",,"VENDE-SE huma bonita preta sabendo lavar de barrela, engommar e cozinhar, dá-se a contento, e se afiança sua boa conducta: na rua de S. José n. 77, 1 º andar.",,,,,,,,,,,,,,,,
57,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua da Cadeia, 68",,"VENDE-SE hum preto soffrivel cozinheiro do ordinario, e chacareiro: na rua da Cadeia n. 68.",,,,,,,,,,,,,,,,
58,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, lavadeira",,,F,20,preta,escrava,"Rua da Cadêa, 68",,"VENDE-SE huma mocamba de 20 annos, que sabe coser, engommar, lavar e cozinhar perfeitamente: e huma parda de 30 annos com as mesmas prendas; na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
59,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,aluguel,oferecendo serviço,1,10,,month,,cozinheira,,,F,,preta,,"Rua do Piolho, 50",,"ALUGA-SE por 10$ mensaes e pagos adiantados, com a condição de não sahir á rua, huma preta sabendo cozinhar, engommar e coser alinhavado; na rua do Piolho n. 50.",,,,,,,,,,,,,,,,
60,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,aluguel,procurando serviço,1,,,,,"engomadeira, lavadeira",,,F,,preta,,"Rua do Ouvidor, 76",,"PRECISA-SE alugar huma preta perfeita engommadeira e lavadeira; na rua do Ouvidor, n. 76.",,,,,,,,,,,,,,,,
61,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,1,,,,,cozinheira,,,F,20,preta,escrava,"Rua da Ajuda, 66, loja",,"VENDE-SE para liquidação de contas huma mocamba de 20 annos, sabendo cozinhar de forno e fogão, engommar liso, e lavar de sabão e barrela: mais hum moleque de 12 annos proprio para pagem, e hum preto de bonita figura, que cozinha o trivial de huma casa e dá 480 de jornal: na rua da Ajuda n. 66, loja.",,,,,,,,,,,,,,,,
62,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,compra,procurando serviço,>1,,,,,,,,M,,,escravo,"Rua da Ajuda, 66",,"COMPRÃO-SE escravos de ambos os sexos, e se pagão bem: na rua da Ajuda n. 66, loja.",,,,,,,,,,,,,,,,
63,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,venda,oferecendo serviço,>1,10,,,,,,,M,,,escravo,"Rua da Ajuda, 66",,"Na casa de consignação de escravos, na rua da Ajuda, n. 66, loja, recebem-se escravos para serem vendidos por conta de seus donos, levando-se de comissão 10$, 120 rs. De comida por dia.",,,,,,,,,,,,,,,,
64,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,fuga,procurando serviço,1,,,,,,Francisco,,M,30,preto,escravo,Ilha das Moças,,"Fugio, da Ilha das Moças, no princípio de fevereiro proximo passado, hum preto cego de nome Francisco, de idade de 30 a 35 annos, e como o dito preto não tem apparecido desde essa época, apezar de ter-se já feito os devidos annuncios, presume-se que seja detido em algum estabelecimento onde fosse preciso empregar alguém para tocar folles, ou alguma roda; por isso o senhor protesta de novo fazer o responsável e quem tiver em seu poder o dito escravo, e quem deste tiver noticias certas dirija-se á mesma Ilha das Moças, que será recompensado.",,,,,,,,,,,,,,,,
65,Jornal do Commercio,204,4,http://memoria.bn.br/DocReader/364568_03/802,4-Aug-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,,"Rua do Conde, 34",,"ALUGA-SE, na rua do Conde n. 34, huma preta para o serviço do interior de casa, sabendo lavar, engommar, coser e cozinhar.",,,,,,,,,,,,,,,,
