Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
11,Jornal do Commercio,30,3,http://memoria.bn.br/docreader/364568_03/119,2-Feb-1840,fuga,,1,,,,,,Manoel Domingues,,M,12,,escravo,"Areal das Laranjeiras, 32",,"Desappareceu, da casa n. 32 do Areal das Larangeiras, hum moleque de nome Manoel Domingues, grosso do corpo, rosto redondo e com pequenas feridas nos cantos da boca, de idade de 12 annos, vestido de calças de algodão de Minas e camisa de dito americano; saber ler, he muito ladino, e suppõe-se que foi desencaminhado: quem do mesmo der noticia na rua do Hospício n. 24, será recompensado. ",,,,,,,,,,,,,,,,
12,Jornal do Commercio,29,4,http://memoria.bn.br/docreader/364568_03/116,2-Feb-1840,venda,oferecendo serviço,>1,,,,,,,,,,,escravo,Confeitaria de Nitherohy,Niterói,"Vendem-se, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,,,,
13,Jornal do Commercio,29,4,http://memoria.bn.br/docreader/364568_03/116,2-Feb-1840,fuga,,1,,,,,,João,Cabinda,M,21,preto,escravo,"Rua Direita, 42",,"Fugio, no dia 30 do mez passado, hum preto Cabinda, chamado João, de idade 21 annos, estatura regular, bem feito do corpo, sem signaes, e bastante inteligente: levou huma trouxa de calças, jaquetas e camisas, algumas das ultimas tem a letra K em tinta de marcar. Quem o levar à rua Direita n. 42 será gratificado.",,,,,,,,,,,,,,,,
14,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,,,,,alfaiate,,,M,,pardo,escravo,"Rua de São Pedro, 64",,"Vende-se, na rua de S. Pedro n. 64, hum preto bom marinheiro, e hum pardo com princípios de alfaiate, e proprio para qualquer serviço.",,,,,,,,,,,,,,,,
15,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,aluguel,procurando serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua de São Francisco da Prainha, em frente ao Beco das Canoas",,"Aluga-se huma preta para ama, com muito bom leite; na rua de São Francisco da Prainha, defronte ao beco das Canôas.",,,,,,,,,,,,,,,,
16,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,parda,escrava,"Rua dos Ourives, 136",,"Aluga-se, na rua dos Ourives n. 136, huma parda muito boa ama de leite.",,,,,,,,,,,,,,,,
17,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, lavadeira, cozinheira",,,M,20,preta,escrava,"Praia do Peixe, 25",,"Vende-se huma preta crioula, de idade 20 annos, sabendo coser, engommar, lavar de barrela, e cozinhar o ordinario de huma casa; dirigir-se à praia do Peixe n. 25.",,,,,,,,,,,,,,,,
18,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,Patacho Suspiro,,"Vende-se hum preto superior cozinheiro, a bordo do patacho Suspiro, fundeado perto do estaleiro da Prainha.",,,,,,,,,,,,,,,,
19,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,,,,,marinheiro,,,M,,preto,escravo,"Rua de São Pedro, 64",,"Vende-se, na rua de S. Pedro n. 64, hum preto bom marinheiro, e hum pardo com princípios de alfaiate, e proprio para qualquer serviço.",,,,,,,,,,,,,,,,
20,Jornal do Commercio,31,3,http://memoria.bn.br/docreader/364568_03/123,3-Feb-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,,,escrava,"Rua da Cadeia, 54",,"Vende-se huma perfeita mocamba, que se deixa examinar; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,,,,
21,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,16,,escrava,"Rua da Cadeia, 68",,"Vende-se, de huma familia que se retira, huma muito linda mocamba de 16 annos, que cose, engomma e lava, e affiança-se a conducta; na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
22,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,230$000,,,,remador,,,M,,preto,escravo,"Rua dos Ourives, 17",,"Vende-se hum preto de meia idade, remador, sem defeito algum, que se dá pela modica quantia de 230$rs; na rua dos Ourives n. 17.",,,,,,,,,,,,,,,,
23,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,1,,,,,sapateiro,,,M,,preto,escravo,"Largo do Capim, 175",,"Vende-se hum preto de officio de sapateiro, no Largo do Capim n. 175.",,,,,,,,,,,,,,,,
24,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,aluguel,oferecendo serviço,1,,,,,serviços domésticos,,,F,,preta,,"Rua do Príncipe, 68",,"Aluga-se, na rua do Príncipe n. 68, huma preta sabendo perfeitamente cozinhar, e todo o mais serviço de huma casa.",,,,,,,,,,,,,,,,
25,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,fuga,,1,,,,,,José,Mina,M,30,preto,escravo,"Rua de São Pedro, 16",,"Rs. 50$000 de gratificação a quem apprehender, ou der noticia certa de hum preto por nome José, de nação Mina, que, em meado de setembro do anno passado, fugio de bordo do brigue-escuna Amizade, de Pernambuco. Tem os signaes seguintes: beiços grossos, falta de dentes na frente, pernas hum tanto tortas, de idade 30 a 40 annos, fallando tão bem que parece crioulo, e pertenceu a hum senhor de Itaguahy, em cujas sumacas andou navegando este e aquelle porto. Dirigir-se à rua de S. Pedro n. 16, loja.",,,,,,,,,,,,,,,,
26,Jornal do Commercio,31,3,http://memoria.bn.br/docreader/364568_03/123,3-Feb-1840,fuga,,1,,,,,,Joaquim,,M,19,,africano livre,Rua de trás do Carmo,,"No dia 30 do mez proximo passado desappareceu da Bibliotheca publica, rua detraz do Carmo, hum africano livre, de nome Joaquim, empregado no serviço da mesma bibliotheca, o qual tem os signaes seguintes: idade presumível dezenove annos, estatura ordinaria, rosto redondo, olhos grandes, beiços grossos, nariz chato, orelhas pequenas: levou vestido calça preta e camisa branca: quem delle souber queira noticiar ns referida bibliotheca, a qualquer hora do dia, que será recompensado.",,,,,,,,,,,,,,,,
27,Jornal do Commercio,31,3,http://memoria.bn.br/docreader/364568_03/123,3-Feb-1840,venda,oferecendo serviço,1,,,,,,,,F,,crioula,escrava,"Rua Direita, 39",,"Vende-se huma crioula de Santos, de meia idade; na rua Direita n. 39, segundo andar.",,,,,,,,,,,,,,,,
28,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,compra,procurando serviço,>1,,,,,,,,,,,,"Rua dos Ourives, 17",,"Comprão-se alguns escravos, com offícios ou sem elles; na rua dos Ourives n. 17.",,,,,,,,,,,,,,,,
29,Jornal do Commercio,31,4,http://memoria.bn.br/docreader/364568_03/124,3-Feb-1840,venda,oferecendo serviço,2,,,,,,,,M,,preto,escravo,"Villa-Nova de São José d´El-Rei ou Praia da Saúde, 111",São José d´El-Rei,"Vende-se, na extincta Villa-Nova de S. José d´El-Rei, hum bom estabelecimento, sendo huma casa de morada forra e assoalhada de novo, tendo de hum lado da mesma hum armazem de molhados e fazendas, e de outro lado dous armazens de arrecadação e estribaria; duas mulas de sella e huma de carroça; hum armazem no porto do embarque de arrecadação, para embarcar e desembarcar; e hum saveiro construído ha dous annos, que carrega 300 saccos de mantimentos, encavilhado e pregado de cobre, o qual se vende junto ou separado: igualmente ha dous pretos pertencentes ao dito barco, que tambem se vendem com ou sem elle, e não se duvida dar a prazo; vende-se por seu dono não poder nelle assistir, e ter outros negocios na côrte. Trata-se na praia da Saude n. 111.",,,,,,,,,,,,,,,,
30,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,"ama de leite, costureira, engomadeira",,,F,,,escrava,"Rua da Cadeia, 98",,"Vende-se huma ama de leite de bonita figura, perfeita costureira e engommadeira, e sabendo o mais serviço de huma mocamba; na rua da Cadêa n. 98.",,,,,,,,,,,,,,,,
31,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,220$000,,,,carreiro,,,M,,preto,escravo,"Rua do Piolho, 40",,"Vende-se hum preto carreiro, e bom para todo o serviço, por 220$000rs; na rua do Piolho, n. 40.",,,,,,,,,,,,,,,,
32,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira",,Angola,F,,,escrava,Lancha São Sebastião Venturoso,,"Vende-se huma escrava de nação Angola, a qual cozinha e lava: quem a pretender dirija-se a bordo da lancha S. Sebastião Venturoso, que se acha fundeada defronte da praia de D. Manuel.",,,,,,,,,,,,,,,,
33,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,,,"Rua da Prainha, 100",,"Aluga-se, na rua da Prainha n. 100, hum cozinheiro de forno e fogão; dirija-se ao n. acima.",,,,,,,,,,,,,,,,
34,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,18,,escravo,"Rua da Quitanda, 114",,"Quem quizer alugar hum escravo muito bom cozinheiro, de 18 a 20 annos de idade, muito fiel e humilde, sendo para casa capaz, procure na rua da Quitanda n. 114.",,,,,,,,,,,,,,,,
35,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua da Vala, 89",,"Vende-se, na rua da Valla n. 89, hum preto bom cozinheiro, e huma preta mocamba com habilidades, por commodo preço. ",,,,,,,,,,,,,,,,
36,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,aluguel,procurando serviço,2,,,,,cozinheiro/serviços domésticos,,,M/F,,preto/preta,,"Rua da Prainha, 94",,"Aluga-se hum preto perfeito cozinheiro, e juntamente huma preta para todo serviço de huma casa; na rua da Prainha n. 94, loja.",,,,,,,,,,,,,,,,
37,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,"hortelão, jardineiro",,,M,,,escravo,"Rua do Lavradio, 97",,"Vende-se hum escravo moço e de bonita figura, perfeito hortelão e jardineiro: na rua do Lavradio, n. 97, com a condição de ser para fora da província.",,,,,,,,,,,,,,,,
38,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Ilha das Cobras, 5",,"No porto da Ilha das Cobras, n. 5, ha huma preta para se alugar, que sabe lavar, engommar e cozinhar.",,,,,,,,,,,,,,,,
39,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,,"Largo do Paço, 1",,"Aluga-se huma preta que sabe lavar, engommar e cozinhar com perfeição; no Largo do Paço n. 1.",,,,,,,,,,,,,,,,
40,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,mestre ferreiro,,,M,,preto,escravo,"Rua da Cadeia, 54",,"Vende-se hum preto mestre ferreiro de toda a obra, tambem sabe fazer ferragem de animaes e ferra-os, o qual se deixa examinar; isto na rua da Cadêa n. 54, sobrado.",,,,,,,,,,,,,,,,
41,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,,,escrava,"Rua da Cadeia, 54",,"Vende-se huma perfeita mocamba, que se deixa examinar; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,,,,
42,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,,preta,escrava,"Rua da Vala, 89",,"Vende-se, na rua da Valla n. 89, hum preto bom cozinheiro, e huma preta mocamba com habilidades, por commodo preço. ",,,,,,,,,,,,,,,,
43,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,oficial de sapateiro,,,M,,preto,escravo,"Rua dos Ourives, 17",,"Vende-se hum preto de bonita figura, perito official de sapateiro, de cortar e fazer toda obra; na rua dos Ourives n. 17.",,,,,,,,,,,,,,,,
44,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,serviços domésticos,,Nação,F,,preta,escrava,"Rua da Quitanda, 158",,"Vende-se huma preta de nação, propria para todo o serviço de portas a dentro, e de rua, sem vicios nem moléstias, o que se affiança; vende-se por seu dono se retirar para fora da terra: na rua da Quitanda n. 158.",,,,,,,,,,,,,,,,
45,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,aluguel,oferecendo serviço,1,,,,,serviços domésticos,,,F,,parda,,,,"Precisa-se alugar huma parda moça, sendo de boa figura, e capaz de tomar conta de uma casa; annuncie para ser procurada: convindo, não se reparará no preço.",,,,,,,,,,,,,,,,
46,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,fuga,,1,,,José Ferreira dos Santos Cardozo,M,,Francisco,Moçambique,,,,escravo,"Rua da Candelária, 23",,"Fugio, no dia 11 de agosto de 1837, hum escravo de nome Francisco, nação Moçambique, estatura alta, magro, rosto comprido, dentes limados, pouca barba, e com os signaes da nação nos lados da testa; quando anda torce as pernas pra dentro, principalmente a esquerda (que parece ser cambaio): querm o apanhar e levar à casa de seu senhor José Ferreira dos Santos Cardozo, na rua da Candelâria n. 23 B, receberá 100$ de alviçaras.",,,,,,,,,,,,,,,,
47,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,>1,,,João José Miranda,M,,,,,,,,"Rua de São José, 44",,"Nos dias 6, 10 e 13, no fim da audiencia do Illm. Sr. Dr. juiz dos orphaos, na rua de S. José, n. 44, hão de andar em praça, e na ultima se arrematarao os trastes, roupa, prata, ouro e escravos, pertencentes ao finado João José Miranda; escrivão Candido Martins dos Santos Vianna, em cujo cartório se achão as avaluações.",,,,,,,,,,,,,,,,
48,Jornal do Commercio,32,4,http://memoria.bn.br/docreader/364568_03/128,4-Feb-1840,venda,oferecendo serviço,1,,,,,,,,M,20,,escravo,"Rua do Piolho, 48",,"Vende-se hum molecote bonita figura, de 20 annos d´idade, de huma pessoa particular: na rua do Piolho, n. 48.",,,,,,,,,,,,,,,,
49,Jornal do Commercio,32,3,http://memoria.bn.br/docreader/364568_03/127,4-Feb-1840,venda,oferecendo serviço,1,,,Prosper Philigret,M,,,,M,,preto,escravo,,,"Leilão de fazendas inglezas e francezas, trastes, bijouterias, de ouro de lei e de prata, vidros, espelhos, quincalharias, etc., etc.; hum lindo preto, e hum cavallo arreado. Prosper Philigret faz leilão hoje, 4 do corrente, na sua casa, às 11 horas da manhãa, de hum lindo sortimento de fazendas inglezas e francezas, trastes novos e usados, bijouterias, quincalharias, etc., etc. N. B. Ao meio dia em ponto vender-se-ha hum lindo preto, com principios de marinheiro, muito bom pagem, sem vicios nem molestia alguma; e tambem hum lindo cavalo ruço pedrez arreiado.",,,,,,,,,,,,,,,,
50,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,parda,escrava,"Rua dos Ourives, 136",,Aluga-se huma parda excellente ama de leite na rua dos Ourives n. 136.,,,,,,,,,,,,,,,,
51,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,aluguel,procurando serviço,1,,,,,ama de leite,,,F,,,,"Rua São Francisco da Prainha, 133",,"Aluga-se huma ama de leite, na rua velha de S. Francisco da Prainha n. 133",,,,,,,,,,,,,,,,
52,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira",,,F,13,,escrava,"Rua de Dom Manuel, 38",,"Vende-se huma boa preta de 24 annos, sabendo lavar, engommar, cozinhar e coser alguma cousa, por se precisar do seu importe; e huma moleca de 13 annos, que cose bem e tem princípios de engommar: na rua de D. Manoel n. 38 A.",,,,,,,,,,,,,,,,
53,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,360$000,,,,"cozinheira, engomadeira, lavadeira",,,F,,,escrava,"Rua do Lavradio, 23",,"Vende-se, por 360$000 rs., o menor preço, huma boa escrava ainda moça, que cozinha, engomma e lava muito bem, e não tem vícios; na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
54,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,,,,,"engomadeira, lavadeira, cozinheira",,,F,,preta,escrava,"Rua do Senhor dos Passos, 182",,"Vende-se huma preta alta e vistosa, que engomma bem, lava, cozinha e cose, e affiança-se não ter vícios nem molestias; na rua do Senhor dos Passos n. 182.",,,,,,,,,,,,,,,,
55,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira, costureira",,,F,,preta,,"Rua dos Barbosas, 52",,"Aluga-se huma preta que sabe lavar, engommar e coser alguma cousa, na rua dos Barbosas n. 52.",,,,,,,,,,,,,,,,
56,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira, costureira",,,F,24,preta,escrava,"Rua de Dom Manuel, 38",,"Vende-se huma boa preta de 24 annos, sabendo lavar, engommar, cozinhar e coser alguma cousa, por se precisar do seu importe; e huma moleca de 13 annos, que cose bem e tem princípios de engommar: na rua de D. Manoel n. 38 A.",,,,,,,,,,,,,,,,
57,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,,,,,"mocamba, cozinheira, lavadeira, engomadeira",,,F,15,negra,escrava,"Rua da Cadeia, 16",,"Vende-se huma negrinha mocamba, de 15 annos, de bonita figura, que cose muito bem, lava, engomma, he carinhosa para crianças, e não tem vicios; na rua da Cadêa n. 16.",,,,,,,,,,,,,,,,
58,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,,,,,"pajem, ofício",,,M,,,escravo,"Rua de São Pedro, 300",,"Vende-se hum bonito moleque proprio para pagem ou officio, de 11 annos; na rua de S. Pedro n. 300.",,,,,,,,,,,,,,,,
59,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,,,,,"serrador, falquejador, remador, carreiro, roceiro",,,M,,preto,escravo,"Rua do Rosário, 78",,"Vende-se, na rua do Rosário n. 78, hum preto serrador, falquejador, remador, carreiro e roceiro; vende-se muito em conta, para pagamento. ",,,,,,,,,,,,,,,,
60,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,aluguel,procurando serviço,2,,,,,serviços domésticos,,,F,,preta,,"Rua de São Diogo, 20",,Alugão-se duas pretas para o serviço geral e interno de huma casa; na rua de S. Diogo n. 20.,,,,,,,,,,,,,,,,
61,Jornal do Commercio,33,4,http://memoria.bn.br/docreader/364568_03/132,5-Feb-1840,venda,oferecendo serviço,1,280$000,,,,,,Nação,M,,preto,escravo,"Rua do Lavradio, 23",,"Vende-se hum bom preto, por 280$ rs., o qual he de nação, bom para todo o serviço, tanto da cidade como da chacara, e não tem vícios; na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
62,Jornal do Commercio,34,4,http://memoria.bn.br/docreader/364568_03/136,6-Feb-1840,venda,oferecendo serviço,1,,,,,alfaiate,,,M,,pardo,escravo,"Rua de São Pedro, 91",,"Vende-se, na rua de S. Pedro n. 91, hum preto barbeiro e sangrador, e hum pardo alfaiate.",,,,,,,,,,,,,,,,
63,Jornal do Commercio,34,4,http://memoria.bn.br/docreader/364568_03/136,6-Feb-1840,venda,oferecendo serviço,1,,,,,"alfaiate, cozinheiro",,Nação,M,,preto,escravo,"Rua da Cadeia, 37",,"Vende-se hum preto de nação, alfaiate, e cozinha o ordinario: he robusto, e faz conta o preço: na rua da Cadêa n. 37.",,,,,,,,,,,,,,,,
64,Jornal do Commercio,34,4,http://memoria.bn.br/docreader/364568_03/136,6-Feb-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,Crioula,F,,,forra,"Rua do Saco, 20",,"Aluga-se huma crioula forra com muito bom leite, capaz de tomar conta de huma criança: na rua do Sacco n. 20.",,,,,,,,,,,,,,,,
