Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
11,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, lavadeira, doméstica",,,F,,preta,escrava,"Rua de São José, 77, 1º andar",,"VENDE-SE huma boa preta reforçada, boa lavadeira de rio, sem vicio algum, o que se affiança; assim mais huma outra que cose, engomma, lava, e faz todo o serviço de huma casa; na rua de S. José n. 77, 1.º andar.",,,,,,,,,,,,,,,,
12,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,aluguel,procurando serviço,>1,,,,,marinheiro,,,M,,,escravo,"Rua dos Pescadores, 32",,"PRECISÂO-SE escravos marinheiros para bordo da sumaca Especuladora. Trata-se a bordo da mesma, defronte da praia do Peixe, ou na rua dos Pescadores n. 32.",,,,,,,,,,,,,,,,
13,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,serviços domésticos,,,F,,parda,escrava,"Rua de São Pedro, 91",,"VENDE-SE huma parda escura, muito prendada, que se dá a contento; hum pardo mestre pescador; e hum preto marinheiro; na rua de S. Pedro n. 91.",,,,,,,,,,,,,,,,
13,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,pescador,,,M,,pardo,escravo,"Rua de São Pedro, 91",,"VENDE-SE huma parda escura, muito prendada, que se dá a contento; hum pardo mestre pescador; e hum preto marinheiro; na rua de S. Pedro n. 91.",,,,,,,,,,,,,,,,
13,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,marinheiro,,,M,,preto,escravo,"Rua de São Pedro, 91",,"VENDE-SE huma parda escura, muito prendada, que se dá a contento; hum pardo mestre pescador; e hum preto marinheiro; na rua de S. Pedro n. 91.",,,,,,,,,,,,,,,,
14,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,2,,,,,roceiros,,,m,,,escravo,"Rua Nova de São Bento, 60",,"VENDE-SE na rua Nova de S.Bento n. 60, dous escravos de construcções robustas, e bons trabalhadores de roça, por commodo preço. ",,,,,,,,,,,,,,,,
15,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,30,,,,,roceiros,,,,,,escravos,"Rua de São Pedro, 125",,"VENDEM-SE 30 escravos de roça, todos trabalhadores de huma fazenda que se vendeu; na rua de S. Pedro n. 125.",,,,,,,,,,,,,,,,
16,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,2,,,,,ama de leite,,,F/Indefinido,,preta,escravo,"Rua da Cadeia, 68",,"VENDE-SE por motivos huma bonita preta ama, com cria de 4 mezes muito galante, tendo a mai muita abundancia de excellente leite e muito carinhosa, sabe cozer perfeitamente, engomma, cozinha e lava, tem sido mocamba recolhida, e não se duvida affiançar à conducta: na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
17,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,fuga,,1,,,José da Fonseca Rangel,M,alfaiate,Venancio,,M,18,pardo,escravo,"Beco atrás da Lapa do Desterro, 12",,"A 13 de junho, dia de S. Antonio, fugio da casa de José da Fonseca Rangel, n. 12, de 2 andares, no beco de traz da Lapa do Desterro, um pardo trigueiro, official de alfaiate, de nome Venancio, com 18 annos de idade, sem barba, alto e fino de corpo, pernas compridas e finas, pés grandes e alguns dos dedos dos ditos não tem únhas, cara abocetada, com falta de dentes no queixo de cima, e dentes podres, tem o cabello acastanhado e solto, tem no braço esquerdo, do cotovello para cima, huma grossura, porque foi quebrado; quem delle der noticia certa para ser pegado, ou o trouxer, receberá boas alviçaras, e consta que tem mudado o nome.",,,,,,,,,,,,,,,,
18,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,pedreiro,,,M,,preto,escravo,"Rua da Vala, 89",,"VENDE SE, na rua da Valla n. 89, hum preto de boa figura, peritissimo official de pedreiro até de simalha.",,,,,,,,,,,,,,,,
19,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,pajem,,,M,,preto,escravo,"Rua Direita da Lapa do Desterrro, 59",,"VENDE-SE hum lindo preto proprio para pagem, cozinha o trivial, ensaboa e engomma liso, na rua direita da Lapa do Desterro n. 59.",,,,,,,,,,,,,,,,
20,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua dos Pescadores, 91",,"VENDE-SE huma preta que lava, engomma com perfeição, cozinha o trivial, e se dá muito em conta por ter erysipela em huma perna; e hum molecote peça, proprio para roça; na rua dos Pescadores n. 91.",,,,,,,,,,,,,,,,
21,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,roceiro ,,,M,,,escravo,"Rua dos Pescadores, 91",,"VENDE-SE huma preta que lava, engomma com perfeição, cozinha o trivial, e se dá muito em conta por ter erysipela em huma perna; e hum molecote peça, proprio para roça; na rua dos Pescadores n. 91.",,,,,,,,,,,,,,,,
22,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F, ,preta,escrava,"Acima da Rua do Conceição, defronte ao chafariz, em Niterói",,"ALUGA-SE, na cidade de Nitherohy, defronte do chafariz, acima da Conceição, huma preta muito boa ama de leite: quem a pretender dirija-se á mesma casa para tratar, ou annuncie por este jornal.",,,,,,,,,,,,,,,,
23,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,venda,oferecendo serviço,1,,,,,"costureira, cozinheira, engomadeira, babá",,,F,17,parda,escrava,"Rua da Quitanda, 137",,"VENDE-SE, na rua da Quitanda n. 137, huma pardinha de 17 annos de idade, que cose bem, cozinha, engomma, e he muito carinhosa para crianças; quem a pretender dirija-se ao n. acima.",,,,,,,,,,,,,,,,
24,Jornal do Commercio,171,4,http://memoria.bn.br/DocReader/364568_03/670,1-Jul-1840,compra,procurando serviço,1,,,Guilherme,M,sapateiro,,,M,,,escravo,"Rua da Quitanda, 61",,"RECEBEU-SE, na rua da Quitanda n. 61, casa do Sr. Guilherme, sapateiro de Pariz, hum lindo sortimento de calçado para senhoras e crianças. N.B. Continua-se sempre a apromptar tudo  o que pertence a seu officio. Tambem precisa-se comprar hum preto moço e com principio de sapateiro.",,,,,,,,,,,,,,,,
25,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda ,oferecendo serviço,>1,,,J. H. Bouis,M,,,,M/F,,,escravos,"Rua do Ouvidor, 90",,"Leilão de escravos. JH. BOUIS fará leilão, sexta feira 3 do corrente, de huma porção de escravos de ambos os sexos, entre os quaes ha pedreiros, cozinheiros, moleques proprios para qualquer officio, mocambas, lavadeiras, engommadeiras, etc.; pretos de roça, affiançados de boa venda e perfeita saude.",,,,,,,,,,,,,,,,
26,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,26,preto,escravo,"Rua da Cadeia, 68",,"VENDE-SE hum preto reforçado, de 26 annos, proprio para roça ou qualquer serviço: na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
27,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,procurando serviço,1,,,,,serviço doméstico,,,M,,preto,escravo,"Rua dos Ourives, 10",,"PRECISA-SE alugar hum preto para fazer todo o serviço de casa; dirija-se á rua dos Ourives, n. 10. ",,,,,,,,,,,,,,,,
28,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,serviço doméstico,,,F,,preta,escrava,"Rua de São Joaquim, 77",,"ALUGA-SE huma preta para todo o serviço de huma casa, as pessoas que a pretenderem dirijão-se á rua estreita de S. Joaquim n. 77, que acharão com que tratar.",,,,,,,,,,,,,,,,
29,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,serviço doméstico,,,F,,preta,escrava,"Rua das Violas, 68",,ALUGA-SE huma preta que sabe fazer todo o serviço de huma casa de portas a dentro: na rua das Violas n. 68.,,,,,,,,,,,,,,,,
30,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira, criada, serviços domésticos",,,F,,parda,escrava,"Rua do Ouvidor, 71 A",,"VENDE-SE huma parda clara ainda moça, sabendo com perfeição coser e engommar, vestir e pregar huma senhora, e todo o mais arranjo de huma casa; affiança se não ter vicio nem molestia, e ser muito humilde e carinhosa; na rua do Ouvidor n. 71 A.",,,,,,,,,,,,,,,,
31,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Ladeira da Ajuda, 39",,"ALUGA-SE, na Ladeira da Ajuda n. 39, huma preta ama de leite.",,,,,,,,,,,,,,,,
32,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua de São Pedro, 58",,"ALUGA-SE, na rua de S. Pedro n. 58, huma preta ama de leite da primeira gravidez e muito carinhosa para crianças. Quem de seu prestimo precisar dirija-se ao n. acima para tratar.",,,,,,,,,,,,,,,,
33,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua do Conde, 12",,"ALUGA-SE, na rua do Conde n. 12, huma preta ama de leite e hum preto cosinheiro.",,,,,,,,,,,,,,,,
34,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Conde, 12",,"ALUGA-SE, na rua do Conde n. 12, huma preta ama de leite e hum preto cosinheiro.",,,,,,,,,,,,,,,,
35,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,costureira ,,,F,14,negrinha,escrava,"Rua do Rosário, 90",,VENDE-SE huma negrinha de 14 annos com principios de costura e propria para qualquer serviço; na rua do Rosário n. 90.,,,,,,,,,,,,,,,,
36,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,"engomadeira, costureira, serviços domésticos",,Nação,F,17,negra,escrava,"Rua Nova do Conde, 35",,"VENDE-SE, na rua nova do Conde n. 35, huma negra de nação, de idade de 17 annos, de bom genio, bem educada, engoma bem, cose e faz todo o serviço de huma casa, prepara um chá e sabe servi-lo, he recolhida, de peitos atacados, bonita, de elegante figura e falla bem; vende-se por circumstancias de familia, que lhe não serve de desar.",,,,,,,,,,,,,,,,
37,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,fuga,,1,,,,,,José,Cabinda,M,19,preto,escravo,"Rua Nova do Ouvidor, 3",,"FUGIO, no dia 30 de junho, hum moleque de nome José, nação Cabinda, idade 19 a 20 annos, muito preto e bonito, com camisa e calças de algodão: quem o levar á rua nova do Ouvidor n. 3, será recompensado.",,,,,,,,,,,,,,,,
38,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Largo da Glória, 4",,"ALUGA-SE huma preta ama de leite de 20 dias, muito carinhosa e perfeita mocamba; no Lago da Gloria n. 4.",,,,,,,,,,,,,,,,
39,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,serviços domésticos,,,M,14,,escravo,"Rua da Quitanda, 88",,"VENDE-SE, na rua da Quitanda n. 88, hum moleque de 12 a 14 annos de idade, que sabe fazer todo o serviço de huma casa com desembaraço.",,,,,,,,,,,,,,,,
40,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,serviços domésticos,,,F,,preta,forra,"Rua do Alecrim, 136",,"NA RUA do Alecrim n. 136, se aluga huma preta forra para o serviço de huma casa, com pouca familia.",,,,,,,,,,,,,,,,
41,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Ouvidor, (21)",,"VENDE-SE, para fora da terra, hum preto bom, reforçado e saudavel, na rua do Ouvidor n. (21). ",,,,,,,,,,,,,,,,
42,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,,,,M,26,preto,escravo,"Rua do Rosário, 107",,"VENDE-SE hum preto de idade 26 annos, proprio para qualquer serviço a que o appliquem; na rua do Rozario n. 107. ",,,,,,,,,,,,,,,,
43,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,,preto,escravo,"Rua da Cadeia, 68",,"VENDE-SE hum preto de boa figura, proprio para roça ou para qualquer serviço braçal; na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
44,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,"costureira, lavadeira, engomadeira, cozinheira",,,F,,,escrava,"Rua de São Pedro, 146",,"ALUGÃO-SE, para portas a dentro, duas escravas sabendo uma coser, lavar, engommar e cozinhar; e a outra sabe cozinhar, lavar e engommar; na rua de S. Pedro n. 146.",,,,,,,,,,,,,,,,
45,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,"cozinheira, lavadeira, engomadeira",,,F,,,escrava,"Rua de São Pedro, 146",,"ALUGÃO-SE, para portas a dentro, duas escravas sabendo uma coser, lavar, engommar e cozinhar; e a outra sabe cozinhar, lavar e engommar; na rua de S. Pedro n. 146.",,,,,,,,,,,,,,,,
46,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,10$000,,,,"lavadeira, cozinheira, engomadeira",,,F,,preta,escrava,"Rua do Hospício, 88",,"ALUGA-SE, na rua do Hospício n. 88, por 10$000 réis pagos adiantados, huma preta que lava bem, cozinha e engomma, e se responde por sua conducta. ",,,,,,,,,,,,,,,,
47,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Cidade de Niterói, defronte do chafariz, acima da Conceição",,"ALUGA-SE, na cidade de Nitherohy, defronte do chafariz, acima da Conceição, huma preta muito boa ama de leite: quem a pretender dirija-se á mesma casa para tratar, ou annuncia por este jornal.",,,,,,,,,,,,,,,,
48,Jornal do Commercio,172,4,http://memoria.bn.br/docreader/364568_03/674,2-Jul-1840,venda,oferecendo serviço,1,,,,,"costureira, cozinheira, engomadeira, babá",,,F,17,parda,escrava,"Rua do Quitanda, 137",,"VENDE-SE, na rua da Quitanda n. 137, huma pardinha de 17 annos de idade, que cose bem, cozinha, engomma, e he muito carinhosa para crianças; quem a pretender dirija-se ao n. acima.",,,,,,,,,,,,,,,,
49,Jornal do Commercio,173,3,http://memoria.bn.br/docreader/364568_03/677,3-Jul-1840,aluguel,procurando serviço,>1,$560 dia,,Thomé Joaquim Torres,M,"pedreiro, carpinteiro",,,M,,,escravos,Casa de Correção,,"As pessoas que tiverem escravos viciosos e que sejão officiaes de pedreiro o carpinteiro, querendo te-los em segurança na Casa de Correcção, vencendo 560 réis em os dias de trabalho, descontando-se lhes 200 réis diarios para comedorias e vestuario, dirijão se á dita casa, a qualquer hora do dia.- Casa da Correcçao, 23 de junho de 1840. - Thomé Joaquim Torres, administrador. ",,,,,,,,,,,,,,,,
50,Jornal do Commercio,173,4,http://memoria.bn.br/docreader/364568_03/678,3-Jul-1840,venda,oferecendo serviço,5,,,Amaral Vergueiro/Frederico Guilherme,M,roceiros e outros,,,M/F,,,escravos,"Rua do Hospício, 207",,"Leilão extraordinario por causa de sahida, na casa e por conta do Illm. Sr. Amaral Vergueiro, rua do Hospício n. 207. FREDERICO GUILHERME fará leilão, amanhãa sabbado, ás 11 horas em ponto, na casa acima indicada, de todos os trastes, louça da India, porcelana, bronze, piano, cristaes, casquinha, espelhos, quadros, escravos, cavallo, carrinhos, etc. , etc. , a saber: mobilia de jacarandá de sala de visitas, constando de consolos, cadeiras, sofás, aparadores, mesa de meio de sala, etc. ; piano inglez de Broadwood, mesas de jantar elastica para 24 pessoas, commodas, secretarias com pedras de marmore, lidissimo toucador (toilete) com pedra de marmore, espelhos, pertences de cristal e porcelana dourada, camas francezas de mogno massiço, mesas de cabeceira de dito com marmore, lavatorios, toucadores, aparadores, etc., etc. ; rico apparelho de louça da India para jantar, dito de porcelana, copos, calices, compoteiras, copos de Champanha, ricos jogos de bandejas de xarão, frasqueiras, 500 garrafas de vinho do Porto de mais de 14 annos, riquissimo e perfeito relogio de cima de mesa do melhor dourado possivel, etc. ; ricos quadros e espelhos com molduras douradas, 5 escravos de ambos os sexos, sendo dous de roça: 2 excellentes cavallos com seus pertences, e muitos outros artigos, etc. , todos pertencentes ao mesmo Illm. Sr.",,,,,,,,,,,,,,,,
51,Jornal do Commercio,173,4,http://memoria.bn.br/docreader/364568_03/678,3-Jul-1840,venda,oferecendo serviço,1,,,P. Philigret,M,"lavadeira, cozinheira",,crioula,F,,preta,escrava,"Rua do Ouvidor, 66",,"Leilão de fazendas francezas e inglezas, trastes novos e usados, bijouterias de ouro, e outros muitos artigos. P. PHILIGRET faz leilão hoje, em sua casa, rua do Ouvidor n. 66, de hum lindo sortimento de fazendas francezas e inglezas, a saber: morins finos e ordinarios, córtes de chita em cassa, ditos em morins, bretanhas, irlandas, panninhos finos, hum lindo sortimento de chales de merinó, de huma e duas vistas; ditos pequenos para meninas, chitas em morins, ditas em cassa, pannos para mesas, grandes e pequenos; brins brancos, ditos escuros, guardanapos, toalhas grandes e pequenas de lindos padrões, casimiras; e hum lindo sortimento de trastes, a saber: commodas, cadeiras, mesas redondas de jacarandá, de meio de sala; marquezas, sofás, aparadores, mesas de vinhatico, grandes e pequenas, ditas com duas abas, guarda-comidas e outros muitos trastes novos e usados, que todos serão vendidos sem reserva alguma, a quem mais der. Na mesma occasião vender-se-ha huma preta crioula, sabendo lavar e cozinhar com perfeição,   e hum preto de nação Caçange, official de ferreiro, que serão vendidos pelo maior preço a que chegarem.",,,,,,,,,,,,,,,,
51,Jornal do Commercio,173,4,http://memoria.bn.br/docreader/364568_03/678,3-Jul-1840,venda,oferecendo serviço,1,,,P. Philigret,M,ferreiro,,Caçange,M,,preto,escravo,"Rua do Ouvidor, 66",,"Leilão de fazendas francezas e inglezas, trastes novos e usados, bijouterias de ouro, e outros muitos artigos. P. PHILIGRET faz leilão hoje, em sua casa, rua do Ouvidor n. 66, de hum lindo sortimento de fazendas francezas e inglezas, a saber: morins finos e ordinarios, córtes de chita em cassa, ditos em morins, bretanhas, irlandas, panninhos finos, hum lindo sortimento de chales de merinó, de huma e duas vistas; ditos pequenos para meninas, chitas em morins, ditas em cassa, pannos para mesas, grandes e pequenos; brins brancos, ditos escuros, guardanapos, toalhas grandes e pequenas de lindos padrões, casimiras; e hum lindo sortimento de trastes, a saber: commodas, cadeiras, mesas redondas de jacarandá, de meio de sala; marquezas, sofás, aparadores, mesas de vinhatico, grandes e pequenas, ditas com duas abas, guarda-comidas e outros muitos trastes novos e usados, que todos serão vendidos sem reserva alguma, a quem mais der. Na mesma occasião vender-se-ha huma preta crioula, sabendo lavar e cozinhar com perfeição, e hum preto de nação Caçange, official de ferreiro, que serão vendidos pelo maior preço a que chegarem.",,,,,,,,,,,,,,,,
52,Jornal do Commercio,173,4,http://memoria.bn.br/docreader/364568_03/678,3-Jul-1840,venda,oferecendo serviço,>1,,,J. H. Bouis,M,"pedreiros, cozinheiros, mocambas, lavadeiras, engomadeiras, roceiros",,,M/F,,,escravos,"Rua do Ouvidor, 90",,"Leilão de escravos. JH. BOUIS fará leilão hoje, na sua casa, rua do ouvidor n. 90, de huma grande quantidade de escravos de ambos os sexos, entre os quaes achar-se-hão pedreiros, cozinheiros, moleques mui proprios para qualquer officio, mocambas, lavadeiras, engommadeiras, e mais pretos de roça e de officio, os quaes serão vendidos com fiança de saude e boa venda. A's 10 1/2 horas.",,,,,,,,,,,,,,,,
53,Jornal do Commercio,173,4,http://memoria.bn.br/docreader/364568_03/678,3-Jul-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,22,,escrava,"Largo da Sé, 5",,"VENDE-SE, no largo da Sé n. 5, huma perfeita mocamba tendo 22 annos, sabendo coser, lavar, engommar e cozinhar de forno e fogão, e faz doces diversos, veste e prega huma senhora com toda a perfeição. ",,,,,,,,,,,,,,,,
