Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
11,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,aluguel,oferecendo serviço,1,,,,,,,,M,,preto,,"Rua Direita, 17",,"ALUGA-SE, na rua Direita n. 17, hum preto de meia idade.",,,,,,,,,,,,,,,,
12,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Praça da Constituição, 21",,"VENDE-SE, na Praça da Constituição n. 21, huma preta que lava, engomma, cose e cozinha de forno e fogão; o motivo da venda não desagradará ao comprador",,,,,,,,,,,,,,,,
13,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"roceiro, chacareiro",,,M,,preto,escravo,"Rua do Proposito, 13",,"VENDE-SE, na rua do Proposito n. 13, na Saude, hum preto de muito linda figura, perfeito roceiro e chacareiro; de manhãa até as 8 horas, e de tarde das 3 em diante.",,,,,,,,,,,,,,,,
14,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,20,preto,escravo,"Rua do Carmo, 41",,"VENDEM-SE, na rua do Carmo n. 41, dous pretos reforçados e de bonitas figuras; hum de 20 annos, bom cozinheiro, e o outro de 24, bom chacareiro e carrocereiro.",,,,,,,,,,,,,,,,
15,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,chacareiro,,,M,24,preto,escravo,"Rua do Carmo, 41",,"VENDEM-SE, na rua do Carmo n. 41, dous pretos reforçados e de bonitas figuras; hum de 20 annos, bom cozinheiro, e o outro de 24, bom chacareiro e carrocereiro.",,,,,,,,,,,,,,,,
16,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,,,,,,,,"Rua do Carmo, 41",,"VENDEM-SE, na rua do Carmo n. 41, dous pretos reforçados e de bonitas figuras; hum de 20 annos, bom cozinheiro, e o outro de 24, bom chacareiro e carrocereiro.",,,,,,,,,,,,,,,,
17,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,forro,"Rua da Prainha, 98",,"ALUGA-SE hum preto forro, perfeito cozinheiro, à excepção de massas, na rua da Prainha, loja n. 98.",,,,,,,,,,,,,,,,
18,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,aluguel,oferecendo serviço,1,,,,,"engomadeira, costureira",,,F,,preta,,"Rua da Quitanda, 79",,"ALUGA-SE, na rua da Quitanda n. 79, huma preta, perfeita engommadeira e costureira.",,,,,,,,,,,,,,,,
19,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,carregador de café,,,M,,preto,escravo,"Rua da Misericórdia, 40",,"VENDE-SE hum preto reforçado, o qual está proprio para carregar café, e tambem entende do serviço de roça; na rua da Misericórdia n. 40.",,,,,,,,,,,,,,,,
20,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,canoeiro,,,M,,preto,escravo,"Praia do Vallongo, 5",,VENDE-SE hum preto perito canoeiro na praia do Vallongo n. 5.,,,,,,,,,,,,,,,,
21,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira, quitandeira",,,F,,preta,escrava,"Rua do Rosário, 144",,"VENDE-SE huma preta boa cozinheira, lavadeira e quitandeira; afiança-se não ter moléstias nem vícios, e se dá por módico preço: na rua do Rosário, n. 144.",,,,,,,,,,,,,,,,
22,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,costureira,,,F,7,parda,escrava,"Rua do Livramento, 38",,"VENDE-SE, na rua Nova do Livramento n. 38, huma pardinha, de 7 a 8 annos, muito linda e clara, com principios de costura, propria para mocamba de huma menina.",,,,,,,,,,,,,,,,
23,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"lavadeira, costureira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua de São José, 77",,"VENDE-SE huma preta muito reforçada e fiel, que vende fazendas muito bem, he muito limpa, lava, engomma, cose, cozinha e faz doces; he vendida com a condição de não ser viciosa: na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,,,,
24,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"engomadeira, lavadeira",,,F,,preta,escrava,"Rua dos Latoeiros, 32
",,"VENDE-SE huma rapariga de nação, engommadeira, cozinheira, que lava e cose, e dá-se a contento; hum molecote de nação, cozinheiro do ordinario, que sabe tratar de animaes; na rua dos Latoeiros, n. 32.",,,,,,,,,,,,,,,,
25,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua dos Latoeiros, 32
",,"VENDE-SE huma rapariga de nação, engommadeira, cozinheira, que lava e cose, e dá-se a contento; hum molecote de nação, cozinheiro do ordinario, que sabe tratar de animaes; na rua dos Latoeiros, n. 32.",,,,,,,,,,,,,,,,
26,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,alfaiate,,,M,18,preto,escravo,"Rua da Cadêa, 54",,"VENDE-SE hum molecão peça, de 18 annos, official de alfaiate, que tem mais habilidades prestaveis, mas he vendido para fóra; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,,,,
27,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,fuga,procurando serviço,1,,,,,,Antonio,Benguela,M,,preto,escravo,"Rua Direita, 9",,"FUGIO, no dia 29 do corrente, hum preto pedreiro, de nome Antonio, nação Benguella, com os signaes seguintes: estatura baixa, nariz chato, com signaes de bexigas, côr meia fula, falla baixo e humilde; levou vestido calça branca e jaqueta preta; quem o levar á rua Direita n. 9 receberá alviçaras, assim como se protesta com todo o rigor da lei contra quem o occultar debaixo de qualquer pretexto.",,,,,,,,,,,,,,,,
28,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,,,,,,parda,escrava,"Largo da Prainha, 12",,"VENDE-SE, no largo da Prainha n. 12, defronte dos barracões, huma parda bem prendada em tudo, e hum pardo bom official de sapateiro e bom boleeiro; o motivo da venda não desagradará ao comprador.",,,,,,,,,,,,,,,,
29,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"sapateiro, boleeiro",,,M,,pardo,escravo,"Largo da Prainha, 12",,"VENDE-SE, no largo da Prainha n. 12, defronte dos barracões, huma parda bem prendada em tudo, e hum pardo bom official de sapateiro e bom boleeiro; o motivo da venda não desagradará ao comprador.",,,,,,,,,,,,,,,,
30,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,procurando serviço,1,,,,,alfaiate,,,M,,,escravo,"Rua do Ouvidor, 133",,"QUEM tiver hum escravo bom official de alfaiate, e o queira vender, dirija-se á rua do Ouvidor n. 133.",,,,,,,,,,,,,,,,
31,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,fuga,oferecendo serviço,1,,,,,,Manoel,Congo,M,20,preto,escravo,"Rua do Lavradio, 100",,"Fugio, da rua do Lavradio n. 100, no dia 26 do corrente, hum preto de nome Manoel, de nação Congo, estatura regular, que terá 20 annos, e foi vestido de calça e camisa de riscado de algodão. Quem o levar ao numero acima rceberá alviçaras.",,,,,,,,,,,,,,,,
32,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,,escravo,"Rua da Cadêa, 16",,"VENDE-SE, de huma família que vai para Campos, hum perfeito cozinheiro de fogão e forno, que faz toda a qualidade de assados e recheios com muito aceio e desembaraço, e he bom comprador; hum moleque proprio para o officio, que serve bem huma mesa; hum preto carpinteiro, que dá 1 $ rs. de jornal, e huma preta que sabe engommar, lavar e cozinhar: na rua da Cadêa, n. 16, sobrado.",,,,,,,,,,,,,,,,
33,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,,,,M,,,escravo,"Rua da Cadêa, 16",,"VENDE-SE, de huma família que vai para Campos, hum perfeito cozinheiro de fogão e forno, que faz toda a qualidade de assados e recheios com muito aceio e desembaraço, e he bom comprador; hum moleque proprio para o officio, que serve bem huma mesa; hum preto carpinteiro, que dá 1 $ rs. de jornal, e huma preta que sabe engommar, lavar e cozinhar: na rua da Cadêa, n. 16, sobrado.",,,,,,,,,,,,,,,,
34,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,preto,escravo,"Rua da Cadêa, 16",,"VENDE-SE, de huma família que vai para Campos, hum perfeito cozinheiro de fogão e forno, que faz toda a qualidade de assados e recheios com muito aceio e desembaraço, e he bom comprador; hum moleque proprio para o officio, que serve bem huma mesa; hum preto carpinteiro, que dá 1 $ rs. de jornal, e huma preta que sabe engommar, lavar e cozinhar: na rua da Cadêa, n. 16, sobrado.",,,,,,,,,,,,,,,,
35,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"engomadeira, lavadeira, cozinheira",,,F,,preta,escrava,"Rua da Cadêa, 16",,"VENDE-SE, de huma família que vai para Campos, hum perfeito cozinheiro de fogão e forno, que faz toda a qualidade de assados e recheios com muito aceio e desembaraço, e he bom comprador; hum moleque proprio para o officio, que serve bem huma mesa; hum preto carpinteiro, que dá 1 $ rs. de jornal, e huma preta que sabe engommar, lavar e cozinhar: na rua da Cadêa, n. 16, sobrado.",,,,,,,,,,,,,,,,
36,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,"oferecendo serviço
",1,,,,,,,,M,14,,escravo,"Rua Direita, 101",,"VENDE-SE hum moleque de 14 annos, na rua Direita n. 101.",,,,,,,,,,,,,,,,
37,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,engomadeira,,,F,16,preta,escrava,"Rua do Rosário, 144",,"Vendem-se os escravos seguintes, pertecentes a huma família que se retira: huma linda negrinha de 16 annos, boa engommadeira, que ensaboa, e he muito carinhosa para crianças; huma outra de 22 annos, perfeita cozinheira, engommadeira e lavadeira; hum lindo moleque de 16 annos, official de alfaiate e bom pagem, e hum preto muito forte, que entende de todo o serviço de chacara e he bom carregador de café: na rua do Rosário n. 144.",,,,,,,,,,,,,,,,
38,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"cozinheira, engomadeira, lavadeira",,,F,22,preta,escrava,"Rua do Rosário, 144",,"Vendem-se os escravos seguintes, pertecentes a huma família que se retira: huma linda negrinha de 16 annos, boa engommadeira, que ensaboa, e he muito carinhosa para crianças; huma outra de 22 annos, perfeita cozinheira, engommadeira e lavadeira; hum lindo moleque de 16 annos, official de alfaiate e bom pagem, e hum preto muito forte, que entende de todo o serviço de chacara e he bom carregador de café: na rua do Rosário n. 144.",,,,,,,,,,,,,,,,
39,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"alfaiate, pagem",,,M,16,preto,escravo,"Rua do Rosário, 144",,"Vendem-se os escravos seguintes, pertecentes a huma família que se retira: huma linda negrinha de 16 annos, boa engommadeira, que ensaboa, e he muito carinhosa para crianças; huma outra de 22 annos, perfeita cozinheira, engommadeira e lavadeira; hum lindo moleque de 16 annos, official de alfaiate e bom pagem, e hum preto muito forte, que entende de todo o serviço de chacara e he bom carregador de café: na rua do Rosário n. 144.",,,,,,,,,,,,,,,,
40,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,oferecendo serviço,1,,,,,"chacareiro, carregador de café",,,M,,preto,escravo,"Rua do Rosário, 144",,"Vendem-se os escravos seguintes, pertecentes a huma família que se retira: huma linda negrinha de 16 annos, boa engommadeira, que ensaboa, e he muito carinhosa para crianças; huma outra de 22 annos, perfeita cozinheira, engommadeira e lavadeira; hum lindo moleque de 16 annos, official de alfaiate e bom pagem, e hum preto muito forte, que entende de todo o serviço de chacara e he bom carregador de café: na rua do Rosário n. 144.",,,,,,,,,,,,,,,,
41,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,compra,procurando serviço,">1
",,,,,,,,M,,,escravo,"Rua da Cadêa, 54",,"COMPRÃO-SE escravos e escravas, tanto para aqui como para qualquer provincia, de todas as idades, e com habilidades e sem ellas; na rua da Cadêa n. 54, sobrado.",,,,,,,,,,,,,,,,
42,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,venda,"oferecendo serviço
",1,,,,,,,,M,,preto,escravo,"Rua de São Pedro, 58",,"VENDE-SE hum preto muito sadio, andador de carroças e entendedor de chacaras; na rua de S. Pedro n. 58.",,,,,,,,,,,,,,,,
43,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,fuga,oferecendo serviço,1,,,"Antônio José Ferreira de Menezes,",M,,Manoel Antonio,,M,,preto,escravo,,,"FUGIO, de Antônio José Ferreira de Menezes, em Maricá, há seis mezes, hum crioulo de nome Manoel Antonio, cujos signaes são os seguintes: alto, côr muito preta, muito barbado, dentes bons e claros, muito capadocio, quando falla rapidamente gagueja, he canhoto, costuma trazer huma pequena bicha em huma orelha, cozinha soffrivelmente, he official de sapateiro, e também pageia ; consta que está em Paquetá e que tem apresentado carta de liberdade. Quem delle der noticia ou o levar ao dito Sr. será bem gratificado.",,,,,,,,,,,,,,,,
44,Jornal do Commercio,319,4,http://memoria.bn.br/DocReader/364568_03/1264,1-Dec-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,,"Rua do Parto, 120",,"ALUGA-SE, na rua do Parto, n. 120, hum preto cozinheiro. Na mesma casa precisa-se de huma pessoa, forra ou cativa, que saiba fazer doces de todas as qualidades.",,,,,,,,,,,,,,,,
45,Jornal do Commercio,320,3,http://memoria.bn.br/DocReader/364568_03/1267,1-Dec-1840,aluguel,procurando serviço,2,,,,,,,,M,,preto,,,,"PRECISA-SE alugar dous pretos robustos e de boa conducta, para serviço regular; dirijão-se a esta typographia.",,,,,,,,,,,,,,,,
46,Jornal do Commercio,320,3,http://memoria.bn.br/DocReader/364568_03/1267,2-Dec-1840,fuga,procurando serviço,1,"
",,Antonio,,,,Congo,M,,preto,escravo,"Rua do Livramento, 85
",,"100$000 réis de gratificação. Fugio, ha perto de dous annos, de huma dos sitios do Covão Grande, districo de Itaguahy, huma preto por nome antonio, de nação Congo, com o signaes seguintes: estatura regular, cheio do corpo, suissa até o queixo, tendo 40 annos. Quem o apresentar a sua senhora, na rua nova do Livramento n. 85, receberá a mencionada gratificação, protestando-se perdoar o castigo que o dito preto fez por merecer.",,,,,,,,,,,,,,,,
47,Jornal do Commercio,320,3,http://memoria.bn.br/DocReader/364568_03/1267,2-Dec-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,,,,"DESEJA-SE alugar hum preto forte, das 7 horas da manhãa até as 11 e das 3 até a noite. Annunciem.",,,,,,,,,,,,,,,,
48,Jornal do Commercio,320,3,http://memoria.bn.br/DocReader/364568_03/1267,2-Dec-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua do Conde, 21",,"ALUGA-SE para casa capaz, huma preta boa ama de leite, muito sadia; quem a pretender dirija-se à rua do Conde n. 21.",,,,,,,,,,,,,,,,
49,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua do Hospício, 30",,"ALUGA-SE huma preta que sabe lavar, engommar e cozinhar, e he propria para todo o mais serviço de huma casa; na rua do Hospício n. 30.",,,,,,,,,,,,,,,,
50,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,"oferecendo serviço
",1,,,,,carpinteiro,,,M,,preto,escravo,"Rua da Quitanda, 129",,"VENDE-SE, na rua da Quitanda n. 129, hum preto muito forte, bom serrador e falquejador, tendo algum principio de carpinteiro.",,,,,,,,,,,,,,,,
51,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,"oferecendo serviço
",1,,,,,roceiro,,,M,18,preto,escravo,"Rua da Misericórdia, 40 A",,"VENDE-SE hum preto de idade de 18 a 20 annos, trabalhador de foice e machado, proprio para roça; na rua da Misericórdia n. 40 A.",,,,,,,,,,,,,,,,
52,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,aluguel,oferecendo serviço,1,10$000,month,,,"engomadeira, costureira, cozinheira",,,F,,preta,escrava,"Praça da Constituição, 12",,"Aluga-se, na praça da Constituição n. 12, huma preta que lava, engomma, cozinha e cose, com condição de não sahir á rua, por 10$000 rs. mensaes, pagos sempre adiantados.",,,,,,,,,,,,,,,,
53,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,20,preto,escravo,"Rua das Violas, 6",,"VENDE-SE, na rua das Violas, n. 6, hum preto cozinheiro, de nação, de 20 annos pouco mais ou menos, e também tem conhecimento de roça, o qual não tem vícios nem moléstias, e vende-se por seu senhor se retirar.",,,,,,,,,,,,,,,,
54,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,,"Rua de São Bento, 29",,ALUGA-SE huma preta com muito bom leite; na rua Nova de S. Bento n. 29,,,,,,,,,,,,,,,,
55,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira",,,F,,preta,escrava,"Rua do Principe, 93",,"VENDE-SE huma preta ainda moça e de bonita figura, a qual he boa costureira e engommadeira, lava muito bem e he boa cozinheira de fogão: O motivo da venda se dirá ao comprador: na rua do Principe n. 93.",,,,,,,,,,,,,,,,
56,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,"oferecendo serviço
",2,,,,,qualquer ofício,,,M,,preto,escravo,"Rua do Livramento, 12",,"VENDEM-SE dous lindos moleques peça, muito proprios para qualquer officio; na rua Nova do Livramento n. 12.",,,,,,,,,,,,,,,,
57,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua das Violas, 90",,"VENDE-SE, na rua das Violas, n. 90, hum preto bom cozinheiro; o motivo da venda he por seu senhor precisar do seu importe.",,,,,,,,,,,,,,,,
58,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,fuga,procurando serviço,1,,,Sr. Ladislao,M,,Basilio,,M,24,pardo,escravo,,,"FUGIO, no dia 16 de novembro, da chacara sita no caminha do Macaco, que foi do Sr. Ladislao, hum escravo pardo escuro, de nome Basilio, de idade de 24 annos, estatura ordinaria, magro, desdentado do lado de cima, e com pouca barba; levou vestido camisa de algodão americano, calças de riscado azul, e chapéo preto já velho. Quem o apprehender e levar á dia casa será bem recompensado.",,,,,,,,,,,,,,,,
59,Jornal do Commercio,320,4,http://memoria.bn.br/DocReader/364568_03/1268,2-Dec-1840,venda,"oferecendo serviço
",>1,,,,,,,,M,,,escravo,São Domingos de Nitherohy,,"VENDEM-SE todos os escravos, utensilios, assucar refinado, e generos da fabrica de Germano Constant, em S. Domingos de Nitherohy.",,,,,,,,,,,,,,,,
60,Jornal do Commercio,321,3,http://memoria.bn.br/DocReader/364568_03/1271,4-Dec-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão, hoje sexta feira, ás 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, com differentes officios, entre os quaes achão-se perfeitos officiaes de tanoeiro, ditos de padeiro, ditos de pintor, ditor de boleeiro, ditos de carpinteiro, perfeitos cozinheiros, bons roceiros de ambos os sexos, 2 lindissimos moleques, de 16 a 18 annos; huma lindissima pardinha de 7 a 8 annos, muito clara, propria para mocamba de menina, etc; lavadeiras, mocambas, engommadeiras, costureiras, cozinheiras, etc. , etc.; e muitos outros, os quaes serão vendidos com condição de perfeita saude e fiança de boas vendas. Tambem 1 ama de leite. com seu filho de 6 mezes.",,,,,,,,,,,,,,,,
61,Jornal do Commercio,321,4,http://memoria.bn.br/DocReader/364568_03/1272,4-Dec-1840,aluguel,oferecendo serviço,2,,,,,,,,M,,preto,,,,PRECISA-SE alugar dous pretos robustos para serviço regular; dirijão-se a esa typographia.,,,,,,,,,,,,,,,,
62,Jornal do Commercio,321,4,http://memoria.bn.br/DocReader/364568_03/1272,4-Dec-1840,fuga,procurando serviço,1,,,,,,José,Ganguella,M,,preto,escravo,"Rua da Alfândega, 101
",,"Fugio, no dia 1 do corrente, da rua da Alfândega n. 101, indo buscar agua á Carioca, hum preto de nome José, de nação Ganguella, alto, cheio de corpo e bem parecido, o qual levou vestido calça de algodão americano, jaqueta de brim branco usada e camisa de algodão americano nova. Quem do mesmo der noticias ou o apprehender dirija-se ao numero acima, que será bem recompensado do seu trabalho; e tambem protesta-se contra quem o tiver occulto.",,,,,,,,,,,,,,,,
